id,tip_amount,VendorID_2,VendorID_1,passenger_count,trip_distance,RatecodeID_one,RatecodeID_two,RatecodeID_five,RatecodeID_three,RatecodeID_four,store_and_fwd_flag_N,store_and_fwd_flag_Y,PULocationID_OTHER,PULocationID_236,PULocationID_186,PULocationID_161,PULocationID_230,PULocationID_237,PULocationID_234,PULocationID_162,PULocationID_48,PULocationID_170,DOLocationID_236,DOLocationID_OTHER,DOLocationID_186,DOLocationID_48,DOLocationID_230,DOLocationID_170,DOLocationID_161,DOLocationID_234,DOLocationID_237,DOLocationID_162,payment_type_one,payment_type_two,payment_type_three,payment_type_four,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,total_amount,trip_seconds,pickup_hour,pickup_min,pickup_sec,dropoff_hour,dropoff_min,dropoff_sec,trip_day
4615,0.0,0.0,1.0,0.0,0.2213573339819995,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.795603080111575,0.1111111111111111,1.0,0.0,0.0,0.6745210760376529,0.015994436717663423,0.17391304347826086,0.423728813559322,0.0,0.17391304347826086,0.8305084745762712,0.0,0.6
4616,0.0,0.0,1.0,0.0,0.024324981756263683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6397698829856011,0.1111111111111111,1.0,0.0,0.0,0.4667093270750028,0.0034770514603616135,1.0,0.6440677966101694,0.0,1.0,0.7457627118644068,0.0,0.6
4623,0.79,0.0,1.0,0.0,0.014594989053758209,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5992184968127702,0.1111111111111111,1.0,0.0,0.0,0.43993552083191656,0.0006954102920723227,0.2608695652173913,0.11864406779661017,0.0,0.2608695652173913,0.15254237288135594,0.0,0.7
4628,0.0,1.0,0.0,0.2,0.02554123084407687,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.668541549355178,0.2222222222222222,1.0,0.0,0.0,0.5102190306564405,0.006954102920723227,0.6956521739130435,0.9491525423728814,0.0,0.7391304347826086,0.11864406779661017,0.0,0.9
4631,3.0,1.0,0.0,0.0,0.0758939430795427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7245098570373488,0.1111111111111111,1.0,0.0,0.0,0.6024834816468471,0.011126564673157162,0.9565217391304348,0.06779661016949153,0.0,0.9565217391304348,0.3559322033898305,0.0,0.26666666666666666
4635,4.35,0.0,1.0,0.0,0.10702991972756021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7601816401343396,0.2222222222222222,1.0,0.0,0.0,0.6552178908323687,0.018776077885952716,0.6956521739130435,0.1694915254237288,0.0,0.6956521739130435,0.6440677966101694,0.0,0.8666666666666667
4637,1.35,0.0,1.0,0.0,0.019459985405010947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6215355350495241,0.2222222222222222,1.0,0.0,0.0,0.48298159766663384,0.0020862308762169685,0.7826086956521738,0.13559322033898305,0.0,0.7826086956521738,0.2033898305084746,0.0,0.06666666666666668
4640,1.66,1.0,0.0,0.2,0.029919727560204327,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.655186804494941,0.1111111111111111,1.0,0.0,0.0,0.5126115833008476,0.0048678720445062594,0.9565217391304348,0.3389830508474576,0.0,0.9565217391304348,0.4745762711864407,0.0,0.4
4643,2.56,0.0,1.0,0.2,0.053514959863780104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7048364623441241,0.1111111111111111,1.0,0.0,0.0,0.5766096788741745,0.01043115438108484,0.8695652173913043,0.11864406779661017,0.0,0.8695652173913043,0.3898305084745763,0.0,0.7
4644,0.0,0.0,1.0,0.4000000000000001,0.4986621260034055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.855744273823478,1.0,1.0,0.22160000000000002,0.0,0.7847451253333801,0.027121001390820586,0.8260869565217391,1.0,0.0,0.8695652173913043,0.6610169491525424,0.0,0.23333333333333334
4647,0.0,0.0,1.0,0.0,0.021892483580637313,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6215355350495241,0.2222222222222222,1.0,0.0,0.0,0.4562271377713917,0.0020862308762169685,0.7826086956521738,0.0847457627118644,0.0,0.7826086956521738,0.15254237288135594,0.0,0.43333333333333335
4650,2.76,1.0,0.0,0.0,0.034784723911457066,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7170981687386622,0.0,1.0,0.0,0.0,0.5877229537034991,0.01321279554937413,0.3913043478260869,0.7966101694915254,0.0,0.43478260869565216,0.11864406779661017,0.0,0.7666666666666667
4653,0.0,0.0,1.0,0.0,0.18000486499635127,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7804781647195197,0.0,1.0,0.0,0.0,0.6503359553925988,0.014603616133518776,0.6086956521739131,0.9322033898305084,0.0,0.6521739130434783,0.288135593220339,0.0,0.2
4655,0.0,0.0,1.0,0.0,0.04135246898564826,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6908585875919319,0.2222222222222222,1.0,0.0,0.0,0.5376563054809911,0.009040333796940195,0.6956521739130435,0.1016949152542373,0.0,0.6956521739130435,0.3389830508474576,0.0,0.26666666666666666
4657,13.39,1.0,0.0,0.2,0.41401118949160787,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8445637890311377,0.1111111111111111,1.0,0.2304,0.0,0.7941048869277176,0.019471488178025038,0.30434782608695654,0.576271186440678,0.0,0.34782608695652173,0.05084745762711865,0.0,0.7333333333333333
4659,0.0,0.0,1.0,0.0,0.012162490878131841,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6109982166160244,0.1111111111111111,1.0,0.0,0.0,0.4327274133773219,0.0020862308762169685,0.9130434782608695,0.7457627118644068,0.0,0.9130434782608695,0.8135593220338984,0.0,0.4666666666666667
4663,1.25,0.0,1.0,0.0,0.014594989053758209,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6109982166160244,0.2222222222222222,1.0,0.0,0.0,0.47168410338415967,0.0020862308762169685,0.6956521739130435,0.4406779661016949,0.0,0.6956521739130435,0.5084745762711864,0.0,0.06666666666666668
